4054;0;50;90;95;99
4116;0;50;90;95;99
4118;0;50;90;95;99
4124;0;50;90;95;99
4126;0;50;90;95;99
6560;0;50;90;95;99
550;0;50;90;95;99
552;0;50;90;95;99
554;0;50;90;95;99
556;0;50;90;95;99
558;0;50;90;95;99
562;0;50;90;95;99
564;0;50;90;95;99
566;0;50;90;95;99
568;0;50;90;95;99
570;0;50;90;95;99
574;0;50;90;95;99
576;0;50;90;95;99
578;0;50;90;95;99
580;0;50;90;95;99
584;0;50;90;95;99
586;0;50;90;95;99
588;0;50;90;95;99
590;0;50;90;95;99
592;0;50;90;95;99
596;0;50;90;95;99
598;0;50;90;95;99
600;0;50;90;95;99
602;0;50;90;95;99
604;0;50;90;95;99
606;0;50;90;95;99
608;0;50;90;95;99
610;0;50;90;95;99
612;0;50;90;95;99
614;0;98;99;99.5;99.98999786
620;0;50;90;95;99
628;0;98;99;99.5;99.98999786
630;0;50;90;95;99
634;0;50;90;95;99
636;0;50;90;95;99
638;0;50;90;95;99
640;0;50;90;95;99
642;0;50;90;95;99
644;0;50;90;95;99
646;0;50;90;95;99
648;0;50;90;95;99
650;0;50;90;95;99
652;0;98;99;99.5;99.98999786
654;0;50;90;95;99
656;0;50;90;95;99
658;0;50;90;95;99
660;0;50;90;95;99
662;0;50;90;95;99
664;0;50;90;95;99
666;0;50;90;95;99
668;0;50;90;95;99
670;0;50;90;95;99
672;0;50;90;95;99
674;0;50;90;95;99
676;0;50;90;95;99
678;0;50;90;95;99
680;0;50;90;95;99
1050;0;50;90;95;99
1052;0;50;90;95;99
1054;0;50;90;95;99
1056;0;50;90;95;99
1058;0;50;90;95;99
1060;0;50;90;95;99
1064;0;50;90;95;99
1066;0;50;90;95;99
1068;0;50;90;95;99
1070;0;50;90;95;99
1072;0;50;90;95;99
1074;0;50;90;95;99
1076;0;50;90;95;99
1078;0;50;90;95;99
1080;0;50;90;95;99
1082;0;50;90;95;99
1084;0;50;90;95;99
1086;0;50;90;95;99
1088;0;50;90;95;99
1090;0;50;90;95;99
1092;0;50;90;95;99
1094;0;50;90;95;99
